-343	-1723	-1249	-191	756	1177	
290	730	265	-735	-1597	419	
-1331	337	-357	-108	-1011	-843	
912	2253	1359	218	-2480	-305	
-367	-610	-224	96	907	-1726	
-59	-996	652	-535	19	-237	
12072	8446	8047	13341	13225	6520	
4925	14628	16609	16001	14749	8299	
7258	14081	10177	15707	7280	4087	
4971	14153	11182	12245	7913	5749	
8919	16514	10773	8317	3940	4190	
-1447	18830	12733	4963	6050	8336	
7928	11234	7232	8602	12712	5618	
2145	11694	8235	7854	18003	9070	
1306	12030	12242	2680	16889	7822	
8228	21040	15894	8562	7495	8039	
9578	21720	15465	5716	8736	7712	
11042	14602	18200	4795	1629	5945	
12440	6154	10239	8697	4189	4449	
7920	16690	13629	8328	16214	5472	
8515	17854	6849	8215	12307	5339	
8324	24662	17481	6773	14383	4370	
14302	15380	7383	6218	7835	5355	
10384	12710	16281	7700	4542	7329	
11075	5480	6841	5276	56	6171	
13064	3256	8360	7431	11183	2626	
5049	14780	11786	8371	15691	3380	
4273	16719	15040	14411	14026	8897	
6736	9617	10214	9248	12607	4995	
6472	18747	6642	9833	4607	3400	
3158	8477	8856	15471	-579	2663	
11279	9513	13931	5900	6844	9212	
4974	7222	16833	8902	11241	5666	
7031	12566	12002	8110	13324	7039	
10057	16610	9912	7364	9889	5607	
9801	17560	16831	7046	11602	3664	
14143	11670	12079	8661	13034	8342	
16839	10166	9953	6712	9228	3350	
13999	8540	11503	7643	9379	5676	
10589	3265	10830	4741	13181	3423	
2347	10254	6755	7680	12187	6144	
10296	13694	12725	11820	14775	6139	
7845	14217	13651	14249	10865	8130	
6307	17343	13282	12409	9514	7226	
9364	10970	14954	6687	5649	5501	
4903	11344	8109	7342	10057	8272	
9537	15928	11390	12562	9752	5116	
2545	13972	13736	14407	8607	2420	
4200	17140	11832	7683	17115	8440	
9620	5464	1501	10565	10928	7621	
9188	7597	7633	15921	9660	4012	
10028	10945	12364	11642	5238	6364	
11520	19148	9201	12428	5545	6656	
10733	10711	17034	10259	12914	3536	
11972	19307	8675	10856	11002	3136	
13351	16696	8599	8571	8126	9185	
9310	16669	9103	10348	13192	4876	
9104	7731	14175	937	2570	4078	
7971	7408	6724	5056	7503	5514	
5811	8933	7213	13260	7307	7110	
10732	22446	12984	3748	17841	3566	
11444	14495	13619	12240	13870	7342	
8805	19155	9961	8521	15947	6759	
9714	13312	11850	11755	7305	10161	
6946	17134	12618	9238	777	7002	
8264	14007	14175	11242	12440	8718	
5060	9298	10389	14357	9509	7220	
8064	16158	6130	10972	7275	4238	
11917	11846	12373	11005	13113	6240	
12098	17470	17473	13739	13954	7906	
11537	10070	16658	8271	9778	5693	
8163	14513	6805	10422	8921	3094	
10693	9362	7668	7767	8735	7797	
8644	14014	3945	9120	11239	2925	
9188	17158	9845	9370	12916	5699	
8773	14818	5894	7228	15313	6275	
5986	15299	11442	10980	10172	4756	
11910	9135	7563	8796	4703	5861	
7620	4094	12070	6972	4305	8305	
559	4046	14107	10161	2008	8816	
6075	14593	12587	6379	13379	5595	
596	17552	7027	12309	9498	6655	
2580	9666	13751	5547	14803	7000	
10714	9045	5849	11550	8728	2174	
10635	4216	15998	8539	9803	4788	
9620	9386	16143	9568	11752	5859	
7406	11276	14401	12593	8068	2320	
10472	21731	18930	10324	11106	8574	
12563	16434	10453	12922	14932	7920	
15219	6764	11310	13575	14561	8419	
14448	9092	8311	13595	7501	7080	
10069	4396	7720	6946	8301	4778	
8233	13052	17777	8312	9349	6472	
2706	10998	9217	6342	11745	5175	
3810	9286	12520	3007	11790	7269	
4560	18938	12719	5706	15775	5491	
5777	12050	11064	6455	13398	6001	
8019	5112	10737	6039	7171	4007	
10693	20631	9823	9396	6414	6962	
6815	14083	17222	6336	5559	5696	
7128	13847	12154	12535	11156	5317	
6598	14064	17136	12736	10897	5977	
10112	15299	11314	16590	16152	8967	
11813	13059	11889	10155	9505	2998	
11652	4772	11724	10530	6347	7693	
12322	13821	12071	11737	5668	9041	
12118	9663	11069	13165	3972	7104	
8345	14911	1590	11089	14396	7438	
8012	10498	7967	16336	9016	5417	
4527	12854	8787	19135	16111	7388	
7396	17241	5665	13778	7852	5808	
5927	11030	2131	6415	4431	4784	
7531	12323	8367	7634	9628	7236	
8759	13163	8138	12982	1920	804	
2944	11174	8516	7326	8895	7989	
12767	17097	11155	7929	6793	7681	
4196	4606	8656	6760	11331	4670	
7217	4859	9849	3912	10513	4896	
5468	10327	20729	3160	2344	5252	
12977	8843	10327	4312	4513	3873	
6504	21467	14561	7187	6443	4828	
8132	8578	7989	11204	8907	10021	
12667	17449	11711	7966	14118	6549	
13134	18112	13702	7472	15434	8435	
14123	3727	10249	13896	10760	6642	
10111	11091	9113	11021	12534	6165	
9435	17429	14115	10370	1041	5214	
6663	19016	11998	13753	5563	7622	
8900	19774	5881	9223	5046	5345	
7243	14000	16855	8079	10061	5333	
5861	8788	15252	11906	14455	6703	
2475	12241	8900	9614	5498	7187	
6510	19231	11474	8942	9033	6383	
7608	12921	7839	11315	5933	8115	
7697	7555	12223	16281	12032	6107	
8299	11992	5874	8372	9026	5672	
9907	9851	16162	7808	18675	7129	
6666	6491	7779	3610	14046	8190	
14356	13654	12672	7572	12652	6065	
7582	14670	13480	5040	3261	5597	
11024	14348	10960	5997	7583	4747	
9738	13776	9528	10436	7916	8887	
11930	12066	13049	7403	14330	6325	
6093	10268	18079	10738	17486	9043	
4138	11076	8418	12093	13440	6663	
1847	11054	12331	11009	15484	4159	
6501	11505	14923	19129	6847	7525	
7096	16902	11238	14206	9048	2807	
2819	11946	10263	12107	7555	3150	
6457	10687	9471	7777	11401	5095	
3667	5332	7018	12546	14818	8225	
6160	8155	10689	1619	11608	6968	
6524	15175	15561	7398	5171	7559	
8480	20391	2043	12061	5007	8581	
12684	14281	10306	5431	11799	7616	
11175	11074	5309	7976	5902	6072	
12032	3985	9651	6202	13924	8081	
11871	11008	10896	10305	10929	6232	
12884	12026	7821	7618	11620	2641	
8853	9840	11286	11859	8545	2050	
8150	13174	9488	11642	8489	3098	
13111	10918	8147	11351	2825	6424	
5928	7937	9063	6800	12035	3677	
1703	12619	10452	7570	16992	7406	
4360	13353	10348	5933	14654	5683	
6433	13595	17049	12252	15068	6737	
603	20264	15564	16000	16514	5975	
7270	14034	8658	11411	7735	6747	
5981	13966	15367	17455	8781	4309	
7577	8336	10812	16309	9640	6398	
15322	10454	11284	13614	6146	5524	
9625	6963	10573	12129	16548	5205	
14037	13194	11973	9916	12493	5878	
10352	5711	16823	5236	2915	2077	
14176	18476	10405	10595	9740	2627	
16621	15848	4335	5869	12374	6105	
10421	8182	14578	4214	10936	5341	
10808	15889	7511	2265	14291	3284	
8120	17211	11735	7410	14115	7972	
8692	13833	15115	6410	9851	4612	
7181	13984	15397	11342	9556	5519	
1313	14862	15097	12137	6034	6664	
8050	17110	13193	15502	6480	4143	
2974	14008	9445	11421	13082	4236	
5327	7594	8317	11071	12621	5658	
10411	8288	13472	4625	12420	2449	
7364	6666	13136	10375	4844	8457	
7873	17564	15683	5581	8535	10767	
14155	8295	9000	10363	-3784	4458	
17097	15991	5890	14684	7840	6045	
10247	3626	9796	8895	8941	8729	
12592	17621	2407	11760	13826	5044	
9234	13680	6302	4821	9545	3731	
13807	9142	3014	7498	10295	7393	
4627	16394	10246	10481	5808	4789	
11019	13318	11072	8382	9970	5088	
9991	11244	8122	5356	9363	8456	
7775	6578	9798	10579	13364	7664	
2178	9424	15927	2589	18486	6644	
3783	13125	13285	7266	13185	7061	
9735	14623	9693	8932	5884	7689	
10684	12169	14712	9446	-401	2963	
9049	14159	13493	14868	5469	10202	
8833	9514	16636	11505	7471	4346	
10677	12175	13430	14638	12897	9424	
11467	14567	19279	14819	5499	5644	
12579	9202	17141	12433	11166	7140	
16811	17274	10872	12351	11530	6603	
10942	18872	6164	11487	8989	5076	
