-60	-122	-79	24	-35	-80	
-91	9	-35	-38	-64	62	
-47	0	-59	101	184	272	
-41	131	-8	-97	-68	-175	
-159	53	-31	35	-53	-10	
-63	-89	-123	-6	190	74	
10235	15370	6341	12843	11632	14026	
10317	15649	5375	12433	10874	13680	
11438	13919	6723	12474	10139	12174	
11700	12338	8849	13286	9478	8682	
12434	10183	11551	13734	10423	7116	
11892	8864	13220	14230	11413	7186	
11651	7513	13457	14798	11582	9034	
11596	6945	10612	14580	11723	11893	
11082	7340	8333	14890	11889	12985	
10781	8516	6928	14088	10801	11978	
11652	8417	5772	14505	11726	9249	
11205	10296	6233	13720	12477	7174	
10927	11885	9755	13595	12618	6776	
10397	12628	11950	13079	13118	8022	
9533	13561	12832	14016	12310	10437	
8646	15128	13601	14235	11462	12066	
8069	15291	10168	14904	10868	12275	
7992	16147	8043	14273	11038	10700	
7733	15250	6390	13987	11066	7739	
7630	13797	5894	14234	11498	6624	
7372	12117	8176	14758	10082	6999	
6230	11159	9008	13671	9386	9754	
5665	8828	11290	13644	9191	13094	
4652	7517	13314	13036	9857	14402	
4884	7284	11824	13669	9970	13669	
4252	6813	10100	13975	11365	10908	
4605	7609	8038	13930	10456	8461	
4332	8665	6998	14159	8832	7694	
4308	9916	6735	13872	7930	8646	
3300	12013	7942	13664	8582	10992	
2884	13305	10354	12341	8241	12319	
2765	14976	12044	12664	9335	12603	
3162	15100	12329	11279	9103	9530	
3196	14975	10817	10638	7702	7070	
3576	15166	8903	10605	6069	5048	
3533	14876	7551	11592	6815	5930	
3909	14239	7393	11450	6487	8152	
3375	11801	7885	12031	7007	11776	
3806	10104	9184	12098	7221	13552	
3709	8828	10747	11352	6543	12604	
4686	7795	12428	10967	5532	9943	
5294	7881	11578	10259	5193	7586	
5961	7408	10246	10207	5354	7835	
6614	7473	8077	9560	6735	9234	
6685	7942	6879	8915	7147	12370	
6701	9543	7507	8943	6455	13831	
7027	11782	7856	9091	4849	12964	
7906	13134	10430	9597	4401	10890	
8985	14374	11928	9613	4856	8564	
9538	15354	12655	9171	5623	6894	
9974	16353	11811	10240	6275	7336	
10501	15556	9390	9720	6117	10375	
10314	15627	7842	9529	5322	13164	
10619	13284	7195	8693	4488	13740	
10920	11869	7372	8294	4642	11611	
11109	10445	8538	8452	4937	9469	
11975	8950	11537	8063	6598	6669	
12161	8021	11919	8339	6584	6195	
12142	7067	12311	8939	6120	8068	
11675	7507	10600	9084	5619	10666	
11319	7778	8888	8990	5752	12595	
11194	9251	6362	8627	6999	11643	
10639	9994	6515	8902	8259	9685	
10669	11793	8051	7969	7932	8209	
11296	13130	9428	8357	8605	6577	
10826	15100	11716	7881	7727	8157	
9857	15430	12484	8224	7804	11289	
9568	15992	12031	9322	8115	13631	
8288	16020	10227	9579	9098	14070	
7977	15056	8232	10342	9346	12412	
7568	13791	6057	10925	9247	9907	
7860	12183	6350	10664	8241	6438	
7836	10112	7671	10565	8387	6451	
7553	9228	10009	10729	8573	8512	
6165	7874	12300	9619	10294	10771	
5661	7133	12950	10047	10921	12272	
4910	6844	11699	10321	11989	11706	
4514	7882	9544	10753	10860	9030	
3933	9318	8170	10763	10679	7401	
4283	9731	6043	11194	10886	6749	
4221	12076	6239	12210	11731	8091	
4150	13624	8329	12415	13047	10361	
3504	14467	10604	12589	12639	12754	
3099	15126	12998	13023	12278	13900	
2676	15821	13071	12648	11318	12473	
2761	14716	12176	12151	9735	9800	
3193	13998	9368	12013	10940	7162	
3382	13458	7434	12143	11806	7036	
4063	11281	5790	12068	12722	8875	
4065	10464	7044	12028	11839	11294	
3655	9324	10051	12826	11501	13012	
3854	8078	11875	13106	10987	11865	
3790	7022	13239	13701	11028	9925	
4599	6600	13346	14377	12008	7096	
5308	8344	11321	14360	12243	6060	
6066	8170	8834	14114	12512	8738	
7337	10310	6473	14247	11613	9554	
7219	12247	5592	13901	9706	12417	
7357	13495	6564	14312	9300	12809	
7565	14634	9096	14315	9513	11563	
7903	15893	11997	14668	10006	8092	
8705	16089	13670	14708	10032	6221	
9679	16388	12577	14781	8875	6979	
10919	14292	11070	15123	8025	9251	
10651	13850	8161	14869	7573	11689	
10474	11616	6420	14458	8182	13118	
10906	9675	5701	14275	8835	13099	
10813	8701	7590	13872	9631	11083	
11235	7118	10416	13498	9106	8800	
11677	6469	12756	12786	7963	7338	
12101	7748	14011	13506	6197	8599	
12055	7824	13064	13587	6692	11171	
12368	8694	10657	13732	7087	13285	
11619	10007	6935	14342	7452	13133	
11235	12008	5184	13870	6556	10331	
10824	12564	5698	13202	5752	7867	
10263	14524	7238	13083	4286	5635	
10666	15344	10176	12158	4288	5579	
10298	15732	13630	11327	5218	8257	
9996	15988	14533	12262	5728	11392	
9836	14770	13252	11376	6057	13778	
8889	13282	11015	11930	5724	11909	
8750	12335	7418	12188	5912	11070	
7453	10323	5074	12647	4965	8041	
7209	8636	4545	12191	5488	7092	
7280	7238	7104	12986	6278	8590	
7479	7230	9856	12146	7069	11316	
6746	6932	13131	12063	5834	13419	
5565	7371	14094	10612	5233	13997	
4981	8862	13402	10423	4715	10595	
4352	11168	10393	9660	4663	8883	
4175	11991	7270	9095	5970	6926	
4525	14291	5410	9434	6503	7247	
4135	15467	4915	9903	6635	9254	
3568	15630	7734	9815	5777	11674	
3542	16119	10962	9518	5347	13161	
2600	15212	13149	9463	5693	12124	
1888	14659	13605	8950	6900	8924	
2149	13238	12315	8918	8642	6923	
3590	11491	9741	8339	8041	5725	
3556	10189	7124	8466	7567	8059	
3906	8761	5617	8975	7433	9872	
4543	7147	5602	8309	7521	12318	
3939	7223	7922	8959	8793	12236	
3692	7293	11216	8299	10024	10544	
4163	7689	13404	8961	9759	7747	
4593	8477	13599	9280	9625	6828	
5300	10215	12345	8945	8457	8075	
